UID,Base,Points,FullCode
140,16,10,C0140016010
1,16,20,C0001016020
2,16,20,C0002016020
3,16,20,C0003016020
4,16,20,C0004016020
5,16,20,C0005016020
6,16,20,C0006016020
7,16,20,C0007016020
8,16,20,C0008016020
9,16,20,C0009016020
10,16,20,C0010016020
11,16,20,C0011016020
12,16,20,C0012016020
13,16,20,C0013016020
14,16,20,C0014016020
15,16,20,C0015016020
16,16,20,C0016016020
17,16,20,C0017016020
18,16,20,C0018016020
19,16,20,C0019016020
20,16,20,C0020016020
21,16,20,C0021016020
22,16,20,C0022016020
23,16,20,C0023016020
24,16,20,C0024016020
25,16,20,C0025016020
26,16,20,C0026016020
27,16,20,C0027016020
28,16,20,C0028016020
29,16,20,C0029016020
30,16,20,C0030016020
31,16,20,C0031016020
32,16,20,C0032016020
33,16,20,C0033016020
34,16,20,C0034016020
35,16,20,C0035016020
36,16,20,C0036016020
37,16,20,C0037016020
38,16,20,C0038016020
39,16,20,C0039016020
40,16,20,C0040016020
41,16,20,C0041016020
42,16,20,C0042016020
43,16,20,C0043016020
44,16,20,C0044016020
45,16,20,C0045016020
46,16,20,C0046016020
47,16,20,C0047016020
48,16,20,C0048016020
49,16,20,C0049016020
50,16,20,C0050016020
51,16,20,C0051016020
52,16,20,C0052016020
53,16,20,C0053016020
54,16,20,C0054016020
55,16,20,C0055016020
56,16,20,C0056016020
57,16,20,C0057016020
58,16,20,C0058016020
59,16,20,C0059016020
60,16,20,C0060016020
61,16,20,C0061016020
62,16,20,C0062016020
63,16,20,C0063016020
64,16,20,C0064016020
65,16,20,C0065016020
66,16,20,C0066016020
67,16,20,C0067016020
68,16,20,C0068016020
69,16,20,C0069016020
70,16,20,C0070016020
71,16,20,C0071016020
72,16,20,C0072016020
73,16,20,C0073016020
74,16,20,C0074016020
75,16,20,C0075016020
76,16,20,C0076016020
77,16,20,C0077016020
78,16,20,C0078016020
79,16,20,C0079016020
80,16,20,C0080016020
81,16,20,C0081016020
82,16,20,C0082016020
83,16,20,C0083016020
84,16,20,C0084016020
85,16,20,C0085016020
86,16,20,C0086016020
87,16,20,C0087016020
88,16,20,C0088016020
89,16,20,C0089016020
90,16,20,C0090016020
91,16,20,C0091016020
92,16,20,C0092016020
93,16,20,C0093016020
94,16,20,C0094016020
95,16,20,C0095016020
96,16,20,C0096016020
97,16,20,C0097016020
98,16,20,C0098016020
99,16,20,C0099016020
100,16,20,C0100016020
101,16,20,C0101016020
102,16,20,C0102016020
103,16,20,C0103016020
104,16,20,C0104016020
105,16,20,C0105016020
106,16,20,C0106016020
107,16,20,C0107016020
108,16,20,C0108016020
109,16,20,C0109016020
110,16,20,C0110016020
111,16,20,C0111016020
112,16,20,C0112016020
113,16,20,C0113016020
114,16,20,C0114016020
115,16,20,C0115016020
116,16,20,C0116016020
117,16,20,C0117016020
118,16,20,C0118016020
119,16,20,C0119016020
120,16,20,C0120016020
121,16,20,C0121016020
122,16,20,C0122016020
123,16,20,C0123016020
124,16,20,C0124016020
125,16,20,C0125016020
126,16,20,C0126016020
127,16,20,C0127016020
128,16,20,C0128016020
129,16,20,C0129016020
130,16,20,C0130016020
131,16,20,C0131016020
132,16,20,C0132016020
133,16,20,C0133016020
134,16,20,C0134016020
135,16,20,C0135016020
136,16,20,C0136016020
137,16,20,C0137016020
138,16,20,C0138016020
139,16,20,C0139016020
140,16,20,C0140016020
1,17,10,C0001017010
2,17,10,C0002017010
3,17,10,C0003017010
4,17,10,C0004017010
5,17,10,C0005017010
6,17,10,C0006017010
7,17,10,C0007017010
8,17,10,C0008017010
9,17,10,C0009017010
10,17,10,C0010017010
11,17,10,C0011017010
12,17,10,C0012017010
13,17,10,C0013017010
14,17,10,C0014017010
15,17,10,C0015017010
16,17,10,C0016017010
17,17,10,C0017017010
18,17,10,C0018017010
19,17,10,C0019017010
20,17,10,C0020017010
21,17,10,C0021017010
22,17,10,C0022017010
23,17,10,C0023017010
24,17,10,C0024017010
25,17,10,C0025017010
26,17,10,C0026017010
27,17,10,C0027017010
28,17,10,C0028017010
29,17,10,C0029017010
30,17,10,C0030017010
31,17,10,C0031017010
32,17,10,C0032017010
33,17,10,C0033017010
34,17,10,C0034017010
35,17,10,C0035017010
36,17,10,C0036017010
37,17,10,C0037017010
38,17,10,C0038017010
39,17,10,C0039017010
40,17,10,C0040017010
41,17,10,C0041017010
42,17,10,C0042017010
43,17,10,C0043017010
44,17,10,C0044017010
45,17,10,C0045017010
46,17,10,C0046017010
47,17,10,C0047017010
48,17,10,C0048017010
49,17,10,C0049017010
50,17,10,C0050017010
51,17,10,C0051017010
52,17,10,C0052017010
53,17,10,C0053017010
54,17,10,C0054017010
55,17,10,C0055017010
56,17,10,C0056017010
57,17,10,C0057017010
58,17,10,C0058017010
59,17,10,C0059017010
60,17,10,C0060017010
61,17,10,C0061017010
62,17,10,C0062017010
63,17,10,C0063017010
64,17,10,C0064017010
65,17,10,C0065017010
66,17,10,C0066017010
67,17,10,C0067017010
68,17,10,C0068017010
69,17,10,C0069017010
70,17,10,C0070017010
71,17,10,C0071017010
72,17,10,C0072017010
73,17,10,C0073017010
74,17,10,C0074017010
75,17,10,C0075017010
76,17,10,C0076017010
77,17,10,C0077017010
78,17,10,C0078017010
79,17,10,C0079017010
80,17,10,C0080017010
81,17,10,C0081017010
82,17,10,C0082017010
83,17,10,C0083017010
84,17,10,C0084017010
85,17,10,C0085017010
86,17,10,C0086017010
87,17,10,C0087017010
88,17,10,C0088017010
89,17,10,C0089017010
90,17,10,C0090017010
91,17,10,C0091017010
92,17,10,C0092017010
93,17,10,C0093017010
94,17,10,C0094017010
95,17,10,C0095017010
96,17,10,C0096017010
97,17,10,C0097017010
98,17,10,C0098017010
99,17,10,C0099017010
100,17,10,C0100017010
101,17,10,C0101017010
102,17,10,C0102017010
103,17,10,C0103017010
104,17,10,C0104017010
105,17,10,C0105017010
106,17,10,C0106017010
107,17,10,C0107017010
108,17,10,C0108017010
109,17,10,C0109017010
110,17,10,C0110017010
111,17,10,C0111017010
112,17,10,C0112017010
113,17,10,C0113017010
114,17,10,C0114017010
115,17,10,C0115017010
116,17,10,C0116017010
117,17,10,C0117017010
118,17,10,C0118017010
119,17,10,C0119017010
120,17,10,C0120017010
121,17,10,C0121017010
122,17,10,C0122017010
123,17,10,C0123017010
124,17,10,C0124017010
125,17,10,C0125017010
126,17,10,C0126017010
127,17,10,C0127017010
128,17,10,C0128017010
129,17,10,C0129017010
130,17,10,C0130017010
131,17,10,C0131017010
132,17,10,C0132017010
133,17,10,C0133017010
134,17,10,C0134017010
135,17,10,C0135017010
136,17,10,C0136017010
137,17,10,C0137017010
138,17,10,C0138017010
139,17,10,C0139017010
140,17,10,C0140017010
1,17,20,C0001017020
2,17,20,C0002017020
3,17,20,C0003017020
4,17,20,C0004017020
5,17,20,C0005017020
6,17,20,C0006017020
7,17,20,C0007017020
8,17,20,C0008017020
9,17,20,C0009017020
10,17,20,C0010017020
11,17,20,C0011017020
12,17,20,C0012017020
13,17,20,C0013017020
14,17,20,C0014017020
15,17,20,C0015017020
16,17,20,C0016017020
17,17,20,C0017017020
18,17,20,C0018017020
19,17,20,C0019017020
20,17,20,C0020017020
21,17,20,C0021017020
22,17,20,C0022017020
23,17,20,C0023017020
24,17,20,C0024017020
25,17,20,C0025017020
26,17,20,C0026017020
27,17,20,C0027017020
28,17,20,C0028017020
29,17,20,C0029017020
30,17,20,C0030017020
31,17,20,C0031017020
32,17,20,C0032017020
33,17,20,C0033017020
34,17,20,C0034017020
35,17,20,C0035017020
36,17,20,C0036017020
37,17,20,C0037017020
38,17,20,C0038017020
39,17,20,C0039017020
40,17,20,C0040017020
41,17,20,C0041017020
42,17,20,C0042017020
43,17,20,C0043017020
44,17,20,C0044017020
45,17,20,C0045017020
46,17,20,C0046017020
47,17,20,C0047017020
48,17,20,C0048017020
49,17,20,C0049017020
50,17,20,C0050017020
51,17,20,C0051017020
52,17,20,C0052017020
53,17,20,C0053017020
54,17,20,C0054017020
55,17,20,C0055017020
56,17,20,C0056017020
57,17,20,C0057017020
58,17,20,C0058017020
59,17,20,C0059017020
60,17,20,C0060017020
61,17,20,C0061017020
62,17,20,C0062017020
63,17,20,C0063017020
64,17,20,C0064017020
65,17,20,C0065017020
66,17,20,C0066017020
67,17,20,C0067017020
68,17,20,C0068017020
69,17,20,C0069017020
70,17,20,C0070017020
71,17,20,C0071017020
72,17,20,C0072017020
73,17,20,C0073017020
74,17,20,C0074017020
75,17,20,C0075017020
76,17,20,C0076017020
77,17,20,C0077017020
78,17,20,C0078017020
79,17,20,C0079017020
80,17,20,C0080017020
81,17,20,C0081017020
82,17,20,C0082017020
83,17,20,C0083017020
84,17,20,C0084017020
85,17,20,C0085017020
86,17,20,C0086017020
87,17,20,C0087017020
88,17,20,C0088017020
89,17,20,C0089017020
90,17,20,C0090017020
91,17,20,C0091017020
92,17,20,C0092017020
93,17,20,C0093017020
94,17,20,C0094017020
95,17,20,C0095017020
96,17,20,C0096017020
97,17,20,C0097017020
98,17,20,C0098017020
99,17,20,C0099017020
100,17,20,C0100017020
101,17,20,C0101017020
102,17,20,C0102017020
103,17,20,C0103017020
104,17,20,C0104017020
105,17,20,C0105017020
106,17,20,C0106017020
107,17,20,C0107017020
108,17,20,C0108017020
109,17,20,C0109017020
110,17,20,C0110017020
111,17,20,C0111017020
112,17,20,C0112017020
113,17,20,C0113017020
114,17,20,C0114017020
115,17,20,C0115017020
116,17,20,C0116017020
117,17,20,C0117017020
118,17,20,C0118017020
119,17,20,C0119017020
120,17,20,C0120017020
121,17,20,C0121017020
122,17,20,C0122017020
123,17,20,C0123017020
124,17,20,C0124017020
125,17,20,C0125017020
126,17,20,C0126017020
127,17,20,C0127017020
128,17,20,C0128017020
129,17,20,C0129017020
130,17,20,C0130017020
131,17,20,C0131017020
132,17,20,C0132017020
133,17,20,C0133017020
134,17,20,C0134017020
135,17,20,C0135017020
136,17,20,C0136017020
137,17,20,C0137017020
138,17,20,C0138017020
139,17,20,C0139017020
140,17,20,C0140017020
1,18,10,C0001018010
2,18,10,C0002018010
3,18,10,C0003018010
4,18,10,C0004018010
5,18,10,C0005018010
6,18,10,C0006018010
7,18,10,C0007018010
8,18,10,C0008018010
9,18,10,C0009018010
10,18,10,C0010018010
11,18,10,C0011018010
12,18,10,C0012018010
13,18,10,C0013018010
14,18,10,C0014018010
15,18,10,C0015018010
16,18,10,C0016018010
17,18,10,C0017018010
18,18,10,C0018018010
19,18,10,C0019018010
20,18,10,C0020018010
21,18,10,C0021018010
22,18,10,C0022018010
23,18,10,C0023018010
24,18,10,C0024018010
25,18,10,C0025018010
26,18,10,C0026018010
27,18,10,C0027018010
28,18,10,C0028018010
29,18,10,C0029018010
30,18,10,C0030018010
31,18,10,C0031018010
32,18,10,C0032018010
33,18,10,C0033018010
34,18,10,C0034018010
35,18,10,C0035018010
36,18,10,C0036018010
37,18,10,C0037018010
38,18,10,C0038018010
39,18,10,C0039018010
40,18,10,C0040018010
41,18,10,C0041018010
42,18,10,C0042018010
43,18,10,C0043018010
44,18,10,C0044018010
45,18,10,C0045018010
46,18,10,C0046018010
47,18,10,C0047018010
48,18,10,C0048018010
49,18,10,C0049018010
50,18,10,C0050018010
51,18,10,C0051018010
52,18,10,C0052018010
53,18,10,C0053018010
54,18,10,C0054018010
55,18,10,C0055018010
56,18,10,C0056018010
57,18,10,C0057018010
58,18,10,C0058018010
59,18,10,C0059018010
60,18,10,C0060018010
61,18,10,C0061018010
62,18,10,C0062018010
63,18,10,C0063018010
64,18,10,C0064018010
65,18,10,C0065018010
66,18,10,C0066018010
67,18,10,C0067018010
68,18,10,C0068018010
69,18,10,C0069018010
70,18,10,C0070018010
71,18,10,C0071018010
72,18,10,C0072018010
73,18,10,C0073018010
74,18,10,C0074018010
75,18,10,C0075018010
76,18,10,C0076018010
77,18,10,C0077018010
78,18,10,C0078018010
79,18,10,C0079018010
80,18,10,C0080018010
81,18,10,C0081018010
82,18,10,C0082018010
83,18,10,C0083018010
84,18,10,C0084018010
85,18,10,C0085018010
86,18,10,C0086018010
87,18,10,C0087018010
88,18,10,C0088018010
89,18,10,C0089018010
90,18,10,C0090018010
91,18,10,C0091018010
92,18,10,C0092018010
93,18,10,C0093018010
94,18,10,C0094018010
95,18,10,C0095018010
96,18,10,C0096018010
97,18,10,C0097018010
98,18,10,C0098018010
99,18,10,C0099018010
100,18,10,C0100018010
101,18,10,C0101018010
102,18,10,C0102018010
103,18,10,C0103018010
104,18,10,C0104018010
105,18,10,C0105018010
106,18,10,C0106018010
107,18,10,C0107018010
108,18,10,C0108018010
109,18,10,C0109018010
110,18,10,C0110018010
111,18,10,C0111018010
112,18,10,C0112018010
113,18,10,C0113018010
114,18,10,C0114018010
115,18,10,C0115018010
116,18,10,C0116018010
117,18,10,C0117018010
118,18,10,C0118018010
119,18,10,C0119018010
120,18,10,C0120018010
121,18,10,C0121018010
122,18,10,C0122018010
123,18,10,C0123018010
124,18,10,C0124018010
125,18,10,C0125018010
126,18,10,C0126018010
127,18,10,C0127018010
128,18,10,C0128018010
129,18,10,C0129018010
130,18,10,C0130018010
131,18,10,C0131018010
132,18,10,C0132018010
133,18,10,C0133018010
134,18,10,C0134018010
135,18,10,C0135018010
136,18,10,C0136018010
137,18,10,C0137018010
138,18,10,C0138018010
139,18,10,C0139018010
140,18,10,C0140018010
1,18,20,C0001018020
2,18,20,C0002018020
3,18,20,C0003018020
4,18,20,C0004018020
5,18,20,C0005018020
6,18,20,C0006018020
7,18,20,C0007018020
8,18,20,C0008018020
9,18,20,C0009018020
10,18,20,C0010018020
11,18,20,C0011018020
12,18,20,C0012018020
13,18,20,C0013018020
14,18,20,C0014018020
15,18,20,C0015018020
16,18,20,C0016018020
17,18,20,C0017018020
18,18,20,C0018018020
19,18,20,C0019018020
20,18,20,C0020018020
21,18,20,C0021018020
22,18,20,C0022018020
23,18,20,C0023018020
24,18,20,C0024018020
25,18,20,C0025018020
26,18,20,C0026018020
27,18,20,C0027018020
28,18,20,C0028018020
29,18,20,C0029018020
30,18,20,C0030018020
31,18,20,C0031018020
32,18,20,C0032018020
33,18,20,C0033018020
34,18,20,C0034018020
35,18,20,C0035018020
36,18,20,C0036018020
37,18,20,C0037018020
38,18,20,C0038018020
39,18,20,C0039018020
40,18,20,C0040018020
41,18,20,C0041018020
42,18,20,C0042018020
43,18,20,C0043018020
44,18,20,C0044018020
45,18,20,C0045018020
46,18,20,C0046018020
47,18,20,C0047018020
48,18,20,C0048018020
49,18,20,C0049018020
50,18,20,C0050018020
51,18,20,C0051018020
52,18,20,C0052018020
53,18,20,C0053018020
54,18,20,C0054018020
55,18,20,C0055018020
56,18,20,C0056018020
57,18,20,C0057018020
58,18,20,C0058018020
59,18,20,C0059018020
60,18,20,C0060018020
61,18,20,C0061018020
62,18,20,C0062018020
63,18,20,C0063018020
64,18,20,C0064018020
65,18,20,C0065018020
66,18,20,C0066018020
67,18,20,C0067018020
68,18,20,C0068018020
69,18,20,C0069018020
70,18,20,C0070018020
71,18,20,C0071018020
72,18,20,C0072018020
73,18,20,C0073018020
74,18,20,C0074018020
75,18,20,C0075018020
76,18,20,C0076018020
77,18,20,C0077018020
78,18,20,C0078018020
79,18,20,C0079018020
80,18,20,C0080018020
81,18,20,C0081018020
82,18,20,C0082018020
83,18,20,C0083018020
84,18,20,C0084018020
85,18,20,C0085018020
86,18,20,C0086018020
87,18,20,C0087018020
88,18,20,C0088018020
89,18,20,C0089018020
90,18,20,C0090018020
91,18,20,C0091018020
92,18,20,C0092018020
93,18,20,C0093018020
94,18,20,C0094018020
95,18,20,C0095018020
96,18,20,C0096018020
97,18,20,C0097018020
98,18,20,C0098018020
99,18,20,C0099018020
100,18,20,C0100018020
101,18,20,C0101018020
102,18,20,C0102018020
103,18,20,C0103018020
104,18,20,C0104018020
105,18,20,C0105018020
106,18,20,C0106018020
107,18,20,C0107018020
108,18,20,C0108018020
109,18,20,C0109018020
110,18,20,C0110018020
111,18,20,C0111018020
112,18,20,C0112018020
113,18,20,C0113018020
114,18,20,C0114018020
115,18,20,C0115018020
116,18,20,C0116018020
117,18,20,C0117018020
118,18,20,C0118018020
119,18,20,C0119018020
120,18,20,C0120018020
121,18,20,C0121018020
122,18,20,C0122018020
123,18,20,C0123018020
124,18,20,C0124018020
125,18,20,C0125018020
126,18,20,C0126018020
127,18,20,C0127018020
128,18,20,C0128018020
129,18,20,C0129018020
130,18,20,C0130018020
131,18,20,C0131018020
132,18,20,C0132018020
133,18,20,C0133018020
134,18,20,C0134018020
135,18,20,C0135018020
136,18,20,C0136018020
137,18,20,C0137018020
138,18,20,C0138018020
139,18,20,C0139018020
140,18,20,C0140018020
1,19,10,C0001019010
2,19,10,C0002019010
3,19,10,C0003019010
4,19,10,C0004019010
5,19,10,C0005019010
6,19,10,C0006019010
7,19,10,C0007019010
8,19,10,C0008019010
9,19,10,C0009019010
10,19,10,C0010019010
11,19,10,C0011019010
12,19,10,C0012019010
13,19,10,C0013019010
14,19,10,C0014019010
15,19,10,C0015019010
16,19,10,C0016019010
17,19,10,C0017019010
18,19,10,C0018019010
19,19,10,C0019019010
20,19,10,C0020019010
21,19,10,C0021019010
22,19,10,C0022019010
23,19,10,C0023019010
24,19,10,C0024019010
25,19,10,C0025019010
26,19,10,C0026019010
27,19,10,C0027019010
28,19,10,C0028019010
29,19,10,C0029019010
30,19,10,C0030019010
31,19,10,C0031019010
32,19,10,C0032019010
33,19,10,C0033019010
34,19,10,C0034019010
35,19,10,C0035019010
36,19,10,C0036019010
37,19,10,C0037019010
38,19,10,C0038019010
39,19,10,C0039019010
40,19,10,C0040019010
41,19,10,C0041019010
42,19,10,C0042019010
43,19,10,C0043019010
44,19,10,C0044019010
45,19,10,C0045019010
46,19,10,C0046019010
47,19,10,C0047019010
48,19,10,C0048019010
49,19,10,C0049019010
50,19,10,C0050019010
51,19,10,C0051019010
52,19,10,C0052019010
53,19,10,C0053019010
54,19,10,C0054019010
55,19,10,C0055019010
56,19,10,C0056019010
57,19,10,C0057019010
58,19,10,C0058019010
59,19,10,C0059019010
60,19,10,C0060019010
61,19,10,C0061019010
62,19,10,C0062019010
63,19,10,C0063019010
64,19,10,C0064019010
65,19,10,C0065019010
66,19,10,C0066019010
67,19,10,C0067019010
68,19,10,C0068019010
69,19,10,C0069019010
70,19,10,C0070019010
71,19,10,C0071019010
72,19,10,C0072019010
73,19,10,C0073019010
74,19,10,C0074019010
75,19,10,C0075019010
76,19,10,C0076019010
77,19,10,C0077019010
78,19,10,C0078019010
79,19,10,C0079019010
80,19,10,C0080019010
81,19,10,C0081019010
82,19,10,C0082019010
83,19,10,C0083019010
84,19,10,C0084019010
85,19,10,C0085019010
86,19,10,C0086019010
87,19,10,C0087019010
88,19,10,C0088019010
89,19,10,C0089019010
90,19,10,C0090019010
91,19,10,C0091019010
92,19,10,C0092019010
93,19,10,C0093019010
94,19,10,C0094019010
95,19,10,C0095019010
96,19,10,C0096019010
97,19,10,C0097019010
98,19,10,C0098019010
99,19,10,C0099019010
100,19,10,C0100019010
101,19,10,C0101019010
102,19,10,C0102019010
103,19,10,C0103019010
104,19,10,C0104019010
105,19,10,C0105019010
106,19,10,C0106019010
107,19,10,C0107019010
108,19,10,C0108019010
109,19,10,C0109019010
110,19,10,C0110019010
111,19,10,C0111019010
112,19,10,C0112019010
113,19,10,C0113019010
114,19,10,C0114019010
115,19,10,C0115019010
116,19,10,C0116019010
117,19,10,C0117019010
118,19,10,C0118019010
119,19,10,C0119019010
120,19,10,C0120019010
121,19,10,C0121019010
122,19,10,C0122019010
123,19,10,C0123019010
124,19,10,C0124019010
125,19,10,C0125019010
126,19,10,C0126019010
127,19,10,C0127019010
128,19,10,C0128019010
129,19,10,C0129019010
130,19,10,C0130019010
131,19,10,C0131019010
132,19,10,C0132019010
133,19,10,C0133019010
134,19,10,C0134019010
135,19,10,C0135019010
136,19,10,C0136019010
137,19,10,C0137019010
138,19,10,C0138019010
139,19,10,C0139019010
140,19,10,C0140019010
1,19,20,C0001019020
2,19,20,C0002019020
3,19,20,C0003019020
4,19,20,C0004019020
5,19,20,C0005019020
6,19,20,C0006019020
7,19,20,C0007019020
8,19,20,C0008019020
9,19,20,C0009019020
10,19,20,C0010019020
11,19,20,C0011019020
12,19,20,C0012019020
13,19,20,C0013019020
14,19,20,C0014019020
15,19,20,C0015019020
16,19,20,C0016019020
17,19,20,C0017019020
18,19,20,C0018019020
19,19,20,C0019019020
20,19,20,C0020019020
21,19,20,C0021019020
22,19,20,C0022019020
23,19,20,C0023019020
24,19,20,C0024019020
25,19,20,C0025019020
26,19,20,C0026019020
27,19,20,C0027019020
28,19,20,C0028019020
29,19,20,C0029019020
30,19,20,C0030019020
31,19,20,C0031019020
32,19,20,C0032019020
33,19,20,C0033019020
34,19,20,C0034019020
35,19,20,C0035019020
36,19,20,C0036019020
37,19,20,C0037019020
38,19,20,C0038019020
39,19,20,C0039019020
40,19,20,C0040019020
41,19,20,C0041019020
42,19,20,C0042019020
43,19,20,C0043019020
44,19,20,C0044019020
45,19,20,C0045019020
46,19,20,C0046019020
47,19,20,C0047019020
48,19,20,C0048019020
49,19,20,C0049019020
50,19,20,C0050019020
51,19,20,C0051019020
52,19,20,C0052019020
53,19,20,C0053019020
54,19,20,C0054019020
55,19,20,C0055019020
56,19,20,C0056019020
57,19,20,C0057019020
58,19,20,C0058019020
59,19,20,C0059019020
60,19,20,C0060019020
61,19,20,C0061019020
62,19,20,C0062019020
63,19,20,C0063019020
64,19,20,C0064019020
65,19,20,C0065019020
66,19,20,C0066019020
67,19,20,C0067019020
68,19,20,C0068019020
69,19,20,C0069019020
70,19,20,C0070019020
71,19,20,C0071019020
72,19,20,C0072019020
73,19,20,C0073019020
74,19,20,C0074019020
75,19,20,C0075019020
76,19,20,C0076019020
77,19,20,C0077019020
78,19,20,C0078019020
79,19,20,C0079019020
80,19,20,C0080019020
81,19,20,C0081019020
82,19,20,C0082019020
83,19,20,C0083019020
84,19,20,C0084019020
85,19,20,C0085019020
86,19,20,C0086019020
87,19,20,C0087019020
88,19,20,C0088019020
89,19,20,C0089019020
90,19,20,C0090019020
91,19,20,C0091019020
92,19,20,C0092019020
93,19,20,C0093019020
94,19,20,C0094019020
95,19,20,C0095019020
96,19,20,C0096019020
97,19,20,C0097019020
98,19,20,C0098019020
99,19,20,C0099019020
100,19,20,C0100019020
101,19,20,C0101019020
102,19,20,C0102019020
103,19,20,C0103019020
104,19,20,C0104019020
105,19,20,C0105019020
106,19,20,C0106019020
107,19,20,C0107019020
108,19,20,C0108019020
109,19,20,C0109019020
110,19,20,C0110019020
111,19,20,C0111019020
112,19,20,C0112019020
113,19,20,C0113019020
114,19,20,C0114019020
115,19,20,C0115019020
116,19,20,C0116019020
117,19,20,C0117019020
118,19,20,C0118019020
119,19,20,C0119019020
120,19,20,C0120019020
121,19,20,C0121019020
122,19,20,C0122019020
123,19,20,C0123019020
124,19,20,C0124019020
125,19,20,C0125019020
126,19,20,C0126019020
127,19,20,C0127019020
128,19,20,C0128019020
129,19,20,C0129019020
130,19,20,C0130019020
131,19,20,C0131019020
132,19,20,C0132019020
133,19,20,C0133019020
134,19,20,C0134019020
135,19,20,C0135019020
136,19,20,C0136019020
137,19,20,C0137019020
138,19,20,C0138019020
139,19,20,C0139019020
140,19,20,C0140019020
1,20,10,C0001020010
2,20,10,C0002020010
3,20,10,C0003020010
4,20,10,C0004020010
5,20,10,C0005020010
6,20,10,C0006020010
7,20,10,C0007020010
8,20,10,C0008020010
9,20,10,C0009020010
10,20,10,C0010020010
11,20,10,C0011020010
12,20,10,C0012020010
13,20,10,C0013020010
14,20,10,C0014020010
15,20,10,C0015020010
16,20,10,C0016020010
17,20,10,C0017020010
18,20,10,C0018020010
19,20,10,C0019020010
20,20,10,C0020020010
21,20,10,C0021020010
22,20,10,C0022020010
23,20,10,C0023020010
24,20,10,C0024020010
25,20,10,C0025020010
26,20,10,C0026020010
27,20,10,C0027020010
28,20,10,C0028020010
29,20,10,C0029020010
30,20,10,C0030020010
31,20,10,C0031020010
32,20,10,C0032020010
33,20,10,C0033020010
34,20,10,C0034020010
35,20,10,C0035020010
36,20,10,C0036020010
37,20,10,C0037020010
38,20,10,C0038020010
39,20,10,C0039020010
40,20,10,C0040020010
41,20,10,C0041020010
42,20,10,C0042020010
43,20,10,C0043020010
44,20,10,C0044020010
45,20,10,C0045020010
46,20,10,C0046020010
47,20,10,C0047020010
48,20,10,C0048020010
49,20,10,C0049020010
50,20,10,C0050020010
51,20,10,C0051020010
52,20,10,C0052020010
53,20,10,C0053020010
54,20,10,C0054020010
55,20,10,C0055020010
56,20,10,C0056020010
57,20,10,C0057020010
58,20,10,C0058020010
59,20,10,C0059020010
60,20,10,C0060020010
61,20,10,C0061020010
62,20,10,C0062020010
63,20,10,C0063020010
64,20,10,C0064020010
65,20,10,C0065020010
66,20,10,C0066020010
67,20,10,C0067020010
68,20,10,C0068020010
69,20,10,C0069020010
70,20,10,C0070020010
71,20,10,C0071020010
72,20,10,C0072020010
73,20,10,C0073020010
74,20,10,C0074020010
75,20,10,C0075020010
76,20,10,C0076020010
77,20,10,C0077020010
78,20,10,C0078020010
79,20,10,C0079020010
80,20,10,C0080020010
81,20,10,C0081020010
82,20,10,C0082020010
83,20,10,C0083020010
84,20,10,C0084020010
85,20,10,C0085020010
86,20,10,C0086020010
87,20,10,C0087020010
88,20,10,C0088020010
89,20,10,C0089020010
90,20,10,C0090020010
91,20,10,C0091020010
92,20,10,C0092020010
93,20,10,C0093020010
94,20,10,C0094020010
95,20,10,C0095020010
96,20,10,C0096020010
97,20,10,C0097020010
98,20,10,C0098020010
99,20,10,C0099020010
100,20,10,C0100020010
101,20,10,C0101020010
102,20,10,C0102020010
103,20,10,C0103020010
104,20,10,C0104020010
105,20,10,C0105020010
106,20,10,C0106020010
107,20,10,C0107020010
108,20,10,C0108020010
109,20,10,C0109020010
110,20,10,C0110020010
111,20,10,C0111020010
112,20,10,C0112020010
113,20,10,C0113020010
114,20,10,C0114020010
115,20,10,C0115020010
116,20,10,C0116020010
117,20,10,C0117020010
118,20,10,C0118020010
119,20,10,C0119020010
120,20,10,C0120020010
121,20,10,C0121020010
122,20,10,C0122020010
123,20,10,C0123020010
124,20,10,C0124020010
125,20,10,C0125020010
126,20,10,C0126020010
127,20,10,C0127020010
128,20,10,C0128020010
129,20,10,C0129020010
130,20,10,C0130020010
131,20,10,C0131020010
132,20,10,C0132020010
133,20,10,C0133020010
134,20,10,C0134020010
135,20,10,C0135020010
136,20,10,C0136020010
137,20,10,C0137020010
138,20,10,C0138020010
139,20,10,C0139020010
140,20,10,C0140020010
1,20,20,C0001020020
2,20,20,C0002020020
3,20,20,C0003020020
4,20,20,C0004020020
5,20,20,C0005020020
6,20,20,C0006020020
7,20,20,C0007020020
8,20,20,C0008020020
9,20,20,C0009020020
10,20,20,C0010020020
11,20,20,C0011020020
12,20,20,C0012020020
13,20,20,C0013020020
14,20,20,C0014020020
15,20,20,C0015020020
16,20,20,C0016020020
17,20,20,C0017020020
18,20,20,C0018020020
19,20,20,C0019020020
20,20,20,C0020020020
21,20,20,C0021020020
22,20,20,C0022020020
23,20,20,C0023020020
24,20,20,C0024020020
25,20,20,C0025020020
26,20,20,C0026020020
27,20,20,C0027020020
28,20,20,C0028020020
29,20,20,C0029020020
30,20,20,C0030020020
31,20,20,C0031020020
32,20,20,C0032020020
33,20,20,C0033020020
34,20,20,C0034020020
35,20,20,C0035020020
36,20,20,C0036020020
37,20,20,C0037020020
38,20,20,C0038020020
39,20,20,C0039020020
40,20,20,C0040020020
41,20,20,C0041020020
42,20,20,C0042020020
43,20,20,C0043020020
44,20,20,C0044020020
